"X","carat","cut","color","clarity","depth","table","price","x","y","z"
23977,1.7,"Good","H","VS2",63.3,57,12117,7.54,7.59,4.79
3080,0.9,"Premium","D","SI2",61,61,3312,6.17,6.15,3.76
31315,0.32,"Ideal","E","VS1",61.7,56,758,4.39,4.42,2.72
43755,0.61,"Premium","I","VS2",61.8,56,1438,5.44,5.41,3.35
45555,0.51,"Ideal","D","SI1",62.8,56,1687,5.09,5.07,3.19
9123,1.13,"Ideal","H","SI2",61,60,4535,6.73,6.69,4.09
8263,1.02,"Premium","G","SI1",61.9,58,4381,6.47,6.42,3.99
36810,0.3,"Ideal","G","IF",62.8,57,956,4.3,4.27,2.69
20400,0.31,"Ideal","H","VVS2",61.5,56,625,4.35,4.37,2.68
4972,1.51,"Fair","F","I1",67.5,56,3734,7.17,7.05,4.8
3509,0.81,"Premium","G","VS1",61.7,59,3402,6.07,5.96,3.71
48101,0.7,"Good","G","SI2",64.1,56,1935,5.64,5.59,3.6
50588,0.74,"Very Good","E","SI2",63,58,2282,5.73,5.77,3.62
47241,0.51,"Good","E","VS1",61.3,63,1841,5.11,5.16,3.15
37492,0.35,"Ideal","E","VS2",62,55,984,4.54,4.52,2.81
43072,0.62,"Premium","I","VS2",61.9,59,1378,5.46,5.5,3.39
6373,0.32,"Ideal","E","SI2",62.7,55,576,4.42,4.39,2.76
48257,0.58,"Ideal","F","VS1",61.4,56,1953,5.38,5.4,3.31
7860,1.01,"Very Good","H","SI1",62.5,58,4306,6.35,6.38,3.98
17220,1.07,"Premium","F","VS1",60.6,61,6885,6.62,6.56,3.99
602,0.7,"Very Good","E","SI1",63.5,59,2838,5.53,5.49,3.5
8523,1.04,"Good","F","SI2",63.1,60,4427,6.35,6.42,4.03
47606,0.51,"Ideal","H","IF",62,54,1879,5.14,5.18,3.2
46867,0.53,"Ideal","G","VS1",61.9,56,1813,5.2,5.17,3.21
28577,0.3,"Ideal","H","VS1",62.5,56,675,4.27,4.24,2.66
7877,0.9,"Premium","H","VS1",62.4,58,4309,6.15,6.19,3.85
2777,0.78,"Good","D","SI1",60.1,61,3253,5.92,5.89,3.55
30712,0.33,"Ideal","E","VS2",61.1,55,738,4.47,4.51,2.74
17749,1.51,"Ideal","I","SI1",62.2,56,7145,7.36,7.27,4.55
7488,1.02,"Premium","F","SI2",62,59,4238,6.42,6.33,3.95
35916,0.43,"Premium","H","SI1",59,58,919,4.96,4.93,2.92
11126,1,"Ideal","F","SI1",62.4,55,4939,6.45,6.37,4
34564,0.38,"Ideal","H","VS1",60.6,57,871,4.7,4.73,2.85
44143,0.6,"Ideal","F","SI2",61.7,56,1562,5.41,5.38,3.33
45430,0.54,"Ideal","I","IF",60.8,56,1669,5.28,5.37,3.24
41409,0.49,"Premium","G","VS2",61,59,1225,5.13,5.06,3.11
9739,0.9,"Premium","H","VVS2",62.4,58,4657,6.15,6.12,3.83
19512,1.23,"Premium","G","VS1",59.6,60,8145,6.94,6.99,4.15
14607,1.21,"Premium","J","VVS1",61.3,59,5893,6.81,6.86,4.19
49588,0.7,"Premium","E","SI2",62,55,2135,5.65,5.61,3.49
35817,0.31,"Ideal","F","IF",62.3,54,914,4.37,4.39,2.73
49753,0.56,"Ideal","H","IF",61.3,55,2157,5.31,5.33,3.26
24963,1.71,"Ideal","H","VS2",62.5,57,13445,7.59,7.63,4.76
52292,0.25,"Very Good","D","VVS2",62.1,57,548,4.02,4.07,2.51
35560,0.35,"Premium","G","VS1",62.3,59,906,4.53,4.49,2.81
38245,0.32,"Ideal","E","IF",62.9,54,1018,4.37,4.41,2.76
33510,0.4,"Very Good","J","IF",62.2,61,828,4.68,4.71,2.92
4682,0.82,"Premium","G","SI1",61.8,58,3674,6.02,5.98,3.71
3421,0.9,"Fair","D","SI1",66.4,59,3382,5.97,5.92,3.95
37765,0.41,"Ideal","E","VS2",61.8,54,999,4.79,4.76,2.95
34827,0.3,"Ideal","H","VVS1",62.4,53,878,4.31,4.28,2.68
20943,1.5,"Premium","E","SI2",60.8,59,9157,7.34,7.36,4.47
2748,0.76,"Ideal","E","VS2",61.5,56,3249,5.89,5.92,3.63
44859,0.51,"Premium","F","VS1",60.7,59,1627,5.11,5.13,3.11
36352,0.4,"Premium","H","VS1",62.7,59,938,4.71,4.63,2.93
51442,0.7,"Ideal","H","SI1",61.7,57,2375,5.7,5.68,3.51
13376,0.24,"Ideal","F","VS1",61.3,56,419,4,4.03,2.46
39084,0.31,"Ideal","E","IF",61.9,56,1060,4.35,4.37,2.7
10400,0.31,"Very Good","G","SI1",63.2,54,593,4.33,4.31,2.73
1553,0.73,"Fair","F","VS1",58.6,66,3002,5.92,5.88,3.46
32128,0.41,"Very Good","J","VS2",63.4,56,784,4.73,4.7,2.99
27365,0.28,"Ideal","E","VVS2",62.1,56,646,4.19,4.21,2.61
10605,1.17,"Very Good","H","SI2",62.7,56,4826,6.68,6.74,4.21
22402,1.5,"Good","G","SI1",63.7,59,10428,7.19,7.23,4.59
19927,1.5,"Very Good","I","SI1",60.7,58,8475,7.34,7.4,4.47
10216,1.26,"Ideal","J","SI2",62.5,53,4742,6.9,6.86,4.3
2882,1.18,"Very Good","E","I1",59.9,63,3278,6.85,6.8,4.09
4015,1.02,"Premium","E","I1",60.4,62,3519,6.52,6.47,3.92
27913,0.26,"Very Good","E","VVS1",61.5,56,657,4.1,4.15,2.53
29465,0.4,"Premium","G","SI1",59.3,59,702,4.8,4.82,2.85
9174,1,"Good","G","SI1",63.3,60,4543,6.24,6.33,3.98
37320,0.35,"Ideal","G","IF",60.2,55,979,4.63,4.64,2.79
7657,1.01,"Ideal","G","SI2",62.8,56,4269,6.4,6.44,4.03
31351,0.34,"Ideal","F","VS1",61.9,55,760,4.49,4.52,2.79
3017,0.73,"Very Good","E","VS2",61.5,58,3307,5.71,5.8,3.54
17656,1,"Good","D","VS2",63.1,56,7114,6.36,6.4,4.02
42155,0.45,"Premium","E","VS1",60.8,60,1282,4.94,4.9,2.99
459,0.71,"Ideal","E","SI1",61.3,55,2817,5.77,5.72,3.52
27463,2.12,"Very Good","H","SI1",60.7,55,18118,8.28,8.36,5.05
46642,0.3,"Very Good","E","SI1",62.9,57,526,4.25,4.3,2.69
41099,0.4,"Ideal","G","IF",62,57,1193,4.73,4.75,2.94
49633,0.32,"Premium","I","SI1",61.6,61,540,4.4,4.36,2.7
10044,0.31,"Ideal","J","SI1",61.3,56,418,4.37,4.4,2.69
28390,0.33,"Ideal","H","VS2",60.7,57,668,4.48,4.45,2.71
14666,1.01,"Very Good","G","VS2",63,57,5919,6.35,6.42,4.02
26226,1.52,"Good","E","VS1",63.9,56,15649,7.21,7.25,4.62
25658,1.77,"Very Good","D","SI1",59.2,61,14561,7.86,7.98,4.69
7132,1.08,"Premium","J","SI1",61,60,4173,6.62,6.57,4.02
38920,0.33,"Premium","G","IF",60.8,58,1052,4.46,4.42,2.7
31319,0.32,"Ideal","D","VS2",61.5,56,758,4.39,4.42,2.71
19360,0.27,"Very Good","D","VVS2",62.3,57,622,4.13,4.15,2.58
28871,0.32,"Premium","F","SI1",59.3,58,684,4.5,4.47,2.66
22344,1.24,"Ideal","G","VVS2",61.4,58,10395,6.88,6.92,4.24
33227,0.36,"Very Good","G","VVS2",61.9,58,821,4.54,4.6,2.83
50705,0.71,"Ideal","F","SI2",60.7,57,2291,5.78,5.81,3.52
53804,0.9,"Good","H","SI1",63.8,56,2732,6.07,6.02,3.86
18300,1.47,"Very Good","H","SI2",62.6,58,7438,7.17,7.24,4.51
51953,0.56,"Very Good","E","VVS2",60.7,57,2442,5.31,5.36,3.24
25871,1.8,"Ideal","I","VS1",62.4,54,14959,7.77,7.8,4.86
20878,2.02,"Fair","J","SI2",67.5,59,9095,7.76,7.65,5.2
29851,0.3,"Premium","D","VS2",60.7,60,710,4.33,4.37,2.64
36385,0.38,"Premium","D","SI1",60.7,60,941,4.69,4.63,2.83
35602,0.31,"Premium","H","VVS1",62.1,58,907,4.36,4.33,2.7
8539,0.91,"Ideal","E","SI1",60.8,57,4429,6.27,6.29,3.82
35914,0.39,"Ideal","F","SI1",61.3,56,919,4.69,4.72,2.88
36671,0.49,"Premium","E","SI2",61.7,57,949,5.08,5.06,3.13
29343,0.31,"Ideal","G","VS2",59.6,57,698,4.43,4.4,2.63
47159,0.55,"Ideal","G","VS2",61.2,55,1833,5.3,5.35,3.26
34162,0.33,"Premium","G","VS1",61.4,59,854,4.49,4.43,2.74
53603,0.7,"Ideal","F","SI1",61,56,2700,5.75,5.72,3.5
860,0.73,"Good","E","SI1",63.6,57,2871,5.7,5.72,3.63
35351,0.42,"Ideal","H","SI1",62.4,57,898,4.79,4.76,2.98
18117,1.3,"Very Good","I","VS1",62.1,59,7333,6.97,7.01,4.34
15954,1.24,"Premium","I","VVS2",62.7,58,6383,6.85,6.89,4.31
46910,0.72,"Very Good","J","VS2",63.2,60,1814,5.77,5.7,3.63
11341,1.01,"Premium","F","SI1",59.7,61,4989,6.55,6.49,3.89
24243,1.72,"Very Good","I","VS1",60.5,59,12451,7.72,7.76,4.68
46738,0.72,"Very Good","H","SI2",63.5,55,1799,5.66,5.62,3.58
8905,1.21,"Premium","J","SI1",59.7,60,4492,6.9,6.93,4.13
36829,0.33,"Ideal","F","IF",62.2,53,957,4.46,4.48,2.78
52461,0.71,"Premium","E","SI1",61.8,56,2516,5.77,5.72,3.55
41218,0.7,"Premium","G","I1",62.3,56,1206,5.66,5.61,3.51
1963,0.73,"Ideal","G","SI1",61.4,57,3089,5.74,5.79,3.54
23294,1.5,"Premium","H","VS2",60,62,11322,7.41,7.38,4.44
11269,1.01,"Very Good","F","SI1",60.3,60,4972,6.46,6.55,3.92
27103,2,"Very Good","H","SI1",62.7,56,17247,7.98,8.02,5.02
17819,1.5,"Premium","E","SI2",61.5,60,7182,7.29,7.22,4.46
1923,0.71,"Premium","F","VS1",58.6,62,3082,5.88,5.82,3.43
31466,0.34,"Very Good","I","VVS2",63.1,56,765,4.47,4.43,2.81
5178,1.29,"Very Good","F","I1",58.2,61,3774,7.11,7.15,4.15
8482,1,"Good","G","SI1",62.2,62,4416,6.34,6.39,3.96
49618,0.72,"Ideal","G","SI2",62.1,59,2139,5.71,5.76,3.56
40931,0.3,"Ideal","E","SI1",62.3,57,499,4.29,4.31,2.68
13102,1.17,"Ideal","H","SI2",62.4,53,5423,6.74,6.76,4.21
47695,0.5,"Ideal","G","VVS1",62.2,54,1883,5.1,5.13,3.18
48775,0.7,"Premium","H","SI1",62.3,58,2020,5.63,5.57,3.49
34696,0.3,"Ideal","F","IF",60.8,57,873,4.34,4.38,2.65
43289,0.31,"Ideal","H","VS2",61.4,56,507,4.38,4.42,2.7
25640,2.04,"Very Good","J","VS1",62.6,58,14527,8.06,8.11,5.06
16011,1.33,"Premium","H","SI2",62.8,52,6405,7.15,7.06,4.46
37262,0.32,"Very Good","I","SI2",63.4,56,480,4.37,4.34,2.76
12636,1,"Premium","F","SI1",62.7,59,5292,6.4,6.36,4
20547,1.52,"Good","D","SI2",63.2,58,8868,7.25,7.31,4.6
3804,0.71,"Very Good","D","VS1",62.9,56,3465,5.65,5.7,3.57
37247,0.3,"Ideal","G","VVS1",61.9,55,976,4.32,4.34,2.68
37015,0.33,"Ideal","G","VVS2",61.5,56,965,4.49,4.45,2.75
37208,0.34,"Ideal","G","IF",61,55,974,4.51,4.54,2.76
49313,0.34,"Ideal","G","SI1",61.5,55,540,4.49,4.52,2.77
18876,1.01,"Premium","F","VVS1",62.5,58,7741,6.35,6.41,3.99
17017,1.52,"Ideal","H","I1",61.6,56,6793,7.75,7.73,4.77
26566,2.02,"Ideal","F","SI2",62.2,57,16256,8.07,8.03,5.01
26584,1.64,"Ideal","G","VS2",61.5,56,16297,7.59,7.62,4.68
41184,0.4,"Ideal","D","VS1",62.9,56,1200,4.71,4.67,2.95
9104,1,"Good","G","SI1",62.5,65,4528,6.24,6.31,3.92
39264,0.38,"Premium","G","VS1",61,58,1069,4.71,4.67,2.86
24378,0.3,"Ideal","G","VVS2",61.1,58,638,4.33,4.35,2.65
13763,1.1,"Ideal","G","SI1",61.6,56,5610,6.59,6.68,4.09
13590,1.08,"Ideal","G","VS2",62.1,57,5559,6.54,6.57,4.07
15828,1.02,"Ideal","G","VS2",60.6,56,6333,6.56,6.52,3.96
4750,0.84,"Ideal","D","SI1",62.4,57,3685,6.03,6.08,3.78
18807,1.51,"Premium","G","SI2",62.4,57,7695,7.35,7.29,4.57
26334,2.01,"Premium","F","SI2",59.5,59,15841,8.24,8.15,4.88
53508,0.71,"Ideal","G","VS1",61,57,2686,5.77,5.74,3.51
26034,0.32,"Premium","G","VS1",59.2,59,645,4.45,4.47,2.64
41609,0.32,"Premium","J","VS2",61.9,59,393,4.35,4.38,2.7
13797,1.19,"Fair","H","SI1",64.4,58,5622,6.69,6.64,4.29
8848,1.01,"Good","E","SI1",64.1,62,4480,6.26,6.19,3.99
51674,0.71,"Ideal","E","SI2",61.2,57,2398,5.74,5.82,3.54
38947,0.31,"Very Good","I","VS1",62.8,55,489,4.31,4.35,2.72
36378,0.41,"Ideal","H","VS2",61.3,56,941,4.81,4.84,2.96
50212,0.7,"Good","E","SI2",57.5,58,2229,5.8,5.85,3.35
12791,1.25,"Premium","I","VS1",59.4,60,5331,7.1,7.03,4.2
7196,0.87,"Premium","D","SI1",62.1,58,4189,6.08,6.13,3.79
25245,1.5,"Premium","F","VS2",60.9,60,13853,7.42,7.35,4.5
47061,0.59,"Good","D","SI1",63.7,56,1821,5.35,5.32,3.4
10333,1.01,"Good","E","SI1",64.3,59,4766,6.31,6.34,4.07
35533,0.36,"Premium","F","VS2",59.4,56,905,4.71,4.69,2.79
33285,0.31,"Very Good","D","SI2",62.9,54,462,4.3,4.35,2.72
53325,0.78,"Ideal","I","VS2",59.8,58,2652,5.98,6.02,3.59
52572,0.7,"Premium","H","VVS2",62.1,58,2536,5.71,5.66,3.53
34214,0.39,"Very Good","G","VS1",62.4,57,855,4.62,4.68,2.9
2647,0.7,"Very Good","D","VS1",62.9,60,3231,5.57,5.62,3.52
14816,1.07,"Premium","G","VS1",59.6,58,5967,6.66,6.7,3.98
34796,0.4,"Ideal","G","VS1",62.2,56,877,4.72,4.74,2.94
18191,1.04,"Ideal","G","VS1",61.2,58,7375,6.5,6.53,3.99
38582,0.36,"Premium","E","VVS1",62.4,56,1035,4.57,4.53,2.84
2826,0.81,"Premium","G","VS1",62.3,56,3266,5.95,5.89,3.69
46122,0.52,"Premium","E","VS2",62.8,55,1743,5.15,5.11,3.22
20393,0.31,"Good","H","VVS2",63.7,55,625,4.28,4.32,2.74
21086,1.1,"Very Good","G","VVS1",61.4,60,9257,6.59,6.67,4.07
28852,0.41,"Ideal","D","SI2",61,56,683,4.78,4.83,2.93
18304,1.07,"Ideal","H","VS1",61,57,7440,6.59,6.63,4.03
2761,0.73,"Premium","D","VS2",59.8,58,3250,5.89,5.85,3.51
47651,0.23,"Ideal","E","VVS2",62.5,57,530,3.92,3.99,2.47
33471,0.32,"Ideal","F","VS2",60.3,55,828,4.45,4.4,2.67
76,0.26,"Very Good","F","VVS2",59.2,60,554,4.19,4.22,2.49
16029,0.3,"Very Good","I","VS1",63.4,54,608,4.32,4.29,2.73
37853,0.33,"Premium","D","VVS2",62.6,56,1002,4.47,4.44,2.79
40302,0.4,"Premium","G","VS1",61.3,60,1125,4.71,4.66,2.87
9597,1,"Fair","G","VS1",63.1,63,4630,6.38,6.29,4
4297,0.73,"Ideal","G","VS1",61.2,56,3589,5.82,5.85,3.57
47529,0.71,"Very Good","J","VS2",60.1,61,1869,5.77,5.82,3.48
37106,0.38,"Ideal","G","SI1",62,55,969,4.67,4.64,2.89
36344,0.39,"Premium","G","SI1",61.4,56,936,4.75,4.7,2.9
40838,0.41,"Good","F","VVS2",58.6,60,1172,4.83,4.87,2.84
25703,0.35,"Very Good","D","SI1",60.2,57,644,4.56,4.61,2.76
49552,0.55,"Ideal","G","VVS2",62,57,2129,5.26,5.22,3.25
18082,1.01,"Good","G","VVS2",58.2,55,7306,6.65,6.68,3.88
35998,0.42,"Premium","G","VS1",62.5,59,921,4.72,4.79,2.97
33749,0.31,"Ideal","F","VVS1",62.1,54,840,4.37,4.39,2.72
34490,0.43,"Premium","H","VS1",60,59,867,4.86,4.98,2.95
19879,1.12,"Good","F","VVS2",57.9,57,8430,6.86,6.83,3.96
48068,0.51,"Premium","D","VS2",58,60,1928,5.29,5.26,3.06
37294,0.52,"Very Good","I","SI1",62.5,59,978,5.06,5.12,3.18
31859,0.3,"Ideal","H","VVS2",61.1,55,776,4.36,4.32,2.65
36380,0.44,"Ideal","H","SI1",61.9,57,941,4.92,4.9,3.04
8946,1.01,"Very Good","G","SI2",63.7,57,4498,6.3,6.35,4.03
6529,0.9,"Very Good","D","SI1",61.1,63,4068,6.17,6.21,3.78
23985,1.56,"Ideal","H","VS2",60.7,57,12146,7.49,7.53,4.56
15524,1.01,"Very Good","E","VS2",62.9,58,6221,6.37,6.47,4.04
7053,0.33,"Premium","G","VS2",61.4,60,579,4.41,4.45,2.72
16719,0.3,"Very Good","D","VS2",62.9,55,610,4.31,4.34,2.72
2222,0.9,"Very Good","J","VS2",63.5,56,3145,6.12,6.1,3.88
22135,1.7,"Very Good","J","VS1",62.9,58,10165,7.54,7.67,4.79
23404,2.02,"Very Good","I","SI2",63.3,59,11390,7.93,8,5.04
25191,2.17,"Very Good","J","SI2",60.8,59,13782,8.37,8.41,5.1
32164,0.28,"Ideal","F","IF",62.6,53,787,4.18,4.19,2.62
42040,0.53,"Ideal","H","SI1",61,56,1268,5.23,5.26,3.2
20995,1.59,"Ideal","I","SI1",62.4,58,9209,7.43,7.48,4.65
40459,0.5,"Ideal","H","SI1",62.5,57,1140,5.06,5.08,3.17
11166,1.07,"Premium","D","SI2",62.4,61,4949,6.51,6.48,4.05
49007,0.53,"Ideal","G","VVS2",61.7,56,2051,5.23,5.2,3.22
35046,0.42,"Ideal","I","VVS1",60.2,57,884,4.85,4.88,2.93
29919,0.33,"Ideal","H","VVS1",61.8,55,713,4.42,4.44,2.74
16322,1.08,"Premium","G","VS2",62.3,58,6532,6.54,6.5,4.06
42611,0.32,"Ideal","H","VS2",62.1,56,505,4.37,4.42,2.73
39155,0.44,"Premium","I","VVS2",61.5,57,1063,4.92,4.87,3.01
318,0.73,"Premium","F","VS2",62.7,58,2801,5.76,5.7,3.59
1627,0.84,"Very Good","G","SI2",62.8,57,3015,6,6.04,3.78
31167,0.41,"Good","E","SI1",63.9,58,755,4.7,4.72,3.01
32035,0.32,"Ideal","E","VVS2",61.3,57,779,4.39,4.42,2.7
10402,0.31,"Very Good","G","SI1",63.2,57,593,4.3,4.27,2.71
28613,0.3,"Very Good","E","SI1",63.2,57,675,4.3,4.25,2.7
19586,1.51,"Very Good","I","SI1",63.5,57,8214,7.19,7.24,4.58
38376,0.5,"Premium","H","SI2",62.6,61,1024,5.06,5.03,3.1
11735,1.04,"Very Good","G","SI1",61.8,59,5070,6.49,6.55,4.03
12053,0.34,"Premium","H","VS1",62.1,58,596,4.46,4.49,2.78
40211,0.31,"Premium","F","IF",61.6,58,1122,4.37,4.33,2.68
40133,0.41,"Ideal","H","VVS1",62.7,54,1115,4.79,4.78,3
23248,1.51,"Premium","G","SI1",62.6,58,11255,7.3,7.27,4.56
4968,0.91,"Very Good","I","VS1",61.9,57,3734,6.19,6.24,3.85
12336,1.22,"Premium","I","SI2",62.5,58,5226,6.8,6.76,4.24
15395,1.2,"Very Good","I","VS1",62.4,56,6167,6.78,6.74,4.22
44447,0.51,"Ideal","F","VS2",61.9,55,1591,5.11,5.15,3.18
24728,1.51,"Very Good","G","VS2",64,56,13068,7.22,7.3,4.65
52551,0.81,"Good","H","SI1",63,58,2534,5.79,5.87,3.67
30541,0.31,"Premium","E","VS1",60.2,58,734,4.38,4.43,2.65
15546,1.24,"Ideal","I","SI1",62,58,6232,6.83,6.88,4.25
15117,1.01,"Premium","D","SI1",61.8,58,6075,6.42,6.37,3.95
32580,0.36,"Ideal","D","SI1",61.6,56,801,4.59,4.6,2.83
49689,0.7,"Very Good","H","VS1",62.2,57,2145,5.67,5.72,3.54
10550,1.04,"Premium","D","SI2",61,59,4811,6.54,6.51,3.98
47854,0.5,"Premium","G","VVS2",61.4,57,1909,5.16,5.1,3.15
20479,1.02,"Ideal","D","VS1",60.8,55,8818,6.55,6.5,3.97
22040,0.31,"Premium","I","VS1",60.8,59,628,4.41,4.37,2.67
38046,0.41,"Ideal","H","VVS1",61.5,55,1011,4.81,4.79,2.95
6511,1.12,"Premium","J","SI1",62.3,57,4064,6.72,6.61,4.15
28535,0.42,"Fair","D","SI1",64.7,61,675,4.7,4.73,3.05
19685,0.27,"Premium","H","VVS2",60.7,59,623,4.21,4.19,2.55
52463,0.68,"Good","F","VS1",60,60.8,2516,5.67,5.71,3.41
25008,2.14,"Premium","G","SI2",60.7,59,13540,8.37,8.31,5.06
33838,0.53,"Ideal","I","SI2",61.8,55,844,5.22,5.26,3.24
53912,0.57,"Premium","E","IF",59.8,60,2753,5.43,5.38,3.23
32661,0.31,"Ideal","H","VVS2",62.8,57,802,4.33,4.3,2.71
49408,0.7,"Very Good","H","SI1",63.5,57,2106,5.59,5.66,3.59
28999,0.34,"Premium","F","VS2",61.2,59,686,4.49,4.53,2.76
17711,0.41,"Ideal","J","VS2",62.4,55,613,4.75,4.77,2.97
48224,0.57,"Ideal","E","VS2",61.7,56,1949,5.36,5.34,3.3
7635,1,"Good","E","SI2",63.7,61,4265,6.27,6.2,3.97
52307,0.32,"Good","G","VS1",60.8,62,548,4.4,4.45,2.69
47505,0.74,"Fair","E","I1",58.2,65,1865,6.03,5.89,3.47
7789,0.9,"Very Good","E","SI1",62.9,56,4286,6.09,6.12,3.84
49006,0.53,"Ideal","G","VVS2",60.4,56,2051,5.29,5.24,3.18
12447,1.3,"Premium","I","VS2",60.3,60,5242,7.01,6.99,4.22
9020,1,"Premium","H","VS2",60.2,62,4514,6.46,6.43,3.88
30341,0.5,"Fair","G","I1",64.9,57,727,5.01,4.97,3.24
4298,0.95,"Very Good","E","SI2",58.7,63,3590,6.37,6.43,3.76
25948,2.01,"Ideal","I","SI1",62.2,56,15116,8.12,8.06,5.03
47534,0.51,"Ideal","F","VS1",61.6,55,1870,5.14,5.18,3.18
7348,1.11,"Premium","H","SI2",61.5,59,4212,6.61,6.56,4.05
3167,0.75,"Ideal","F","SI1",61.5,55,3336,5.88,5.9,3.62
27481,1.5,"Ideal","F","VVS2",63.1,57,18159,7.32,7.23,4.59
756,0.72,"Ideal","E","SI1",62.3,57,2857,5.76,5.7,3.57
50181,0.74,"Very Good","H","SI2",62.1,58,2222,5.82,5.78,3.6
53217,0.7,"Premium","H","VS1",60.6,59,2636,5.81,5.74,3.5
13157,1.01,"Good","D","SI1",61.7,62,5443,6.3,6.34,3.9
28676,0.24,"Ideal","F","VVS1",62,56,678,3.99,4.01,2.48
15114,1.01,"Very Good","F","SI1",62.9,57,6075,6.35,6.4,4.01
36480,0.43,"Ideal","G","VS1",61.9,55,943,4.84,4.86,3
28419,0.43,"Good","D","SI2",63.1,59,669,4.8,4.81,3.03
39116,0.41,"Ideal","G","VS2",60.9,57,1061,4.84,4.79,2.93
14600,1.24,"Ideal","F","SI2",61.7,57,5889,6.95,6.88,4.27
27525,2.03,"Very Good","G","SI1",61.3,59,18257,8.08,8.11,4.96
24934,2.01,"Premium","H","SI1",60.6,59,13387,8.23,8.17,4.97
12546,1.23,"Premium","I","SI2",62.5,60,5269,6.82,6.75,4.24
887,0.78,"Premium","F","VS2",62.6,58,2874,5.91,5.82,3.67
28360,0.4,"Ideal","I","VS2",62.3,54,667,4.74,4.77,2.96
914,0.63,"Premium","E","IF",60.3,62,2879,5.55,5.53,3.34
27422,2.32,"Premium","I","SI1",61.2,58,18026,8.57,8.52,5.23
14405,1.12,"Ideal","H","SI1",60.9,57,5818,6.7,6.73,4.09
45533,0.56,"Very Good","G","VS1",60.2,56,1686,5.35,5.37,3.23
27148,1.59,"Ideal","F","VS1",62.9,57,17366,7.38,7.48,4.62
16385,1.04,"Ideal","G","VS2",62.8,56,6542,6.48,6.42,4.05
15198,1.01,"Ideal","G","VS2",61.7,57,6104,6.48,6.45,3.99
31218,0.32,"Very Good","D","SI1",63.1,57,756,4.38,4.37,2.76
50695,0.7,"Fair","G","VS1",65.2,57,2290,5.56,5.52,3.61
36234,0.42,"Ideal","G","VVS2",60.6,56,933,4.86,4.88,2.95
18176,1.5,"Good","J","VS2",59.6,60,7368,7.31,7.38,4.38
27903,0.32,"Very Good","E","VS2",61.3,57,656,4.38,4.41,2.69
5799,1,"Good","G","SI2",64.2,57,3906,6.25,6.27,4.02
25932,2.04,"Very Good","G","SI2",61.4,58,15092,8.04,8.11,4.96
20874,1.05,"Ideal","F","VVS2",62.1,54,9092,6.52,6.55,4.06
18653,1.53,"Ideal","H","SI2",62.5,57,7617,7.36,7.39,4.61
20474,1.48,"Very Good","H","SI1",62.5,59,8815,7.16,7.23,4.5
14478,1.12,"Premium","H","VS1",62.1,58,5845,6.6,6.64,4.11
10943,1.01,"Good","F","SI1",63.7,57,4899,6.35,6.4,4.06
1789,0.82,"Good","E","SI2",61.8,56,3050,5.95,5.99,3.69
23506,1.51,"Good","H","VS1",59.1,58,11512,7.48,7.52,4.43
48896,0.56,"Very Good","E","VVS2",62.1,58,2040,5.27,5.33,3.3
28434,0.3,"Ideal","E","VS1",61.9,56,670,4.28,4.31,2.66
32638,0.25,"Ideal","G","VS2",61.8,58,459,4.04,4.08,2.51
5483,0.93,"Good","D","SI2",64.5,58,3839,6.11,6.14,3.95
6847,1.08,"Premium","G","SI2",63,54,4124,6.58,6.54,4.13
41125,0.6,"Premium","D","SI2",62,57,1196,5.43,5.35,3.34
